0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 1.073289622737519949e+03 3.240075581545430961e+00 4.580746426160013651e-02
3.000000000000000000e+00 1.014085859062725149e+03 3.942387093920822316e+00 7.165969659214449505e-02
4.000000000000000000e+00 9.561678394898299302e+02 3.956856627520212832e+00 7.680334003251208796e-02
5.000000000000000000e+00 9.110787558457147952e+02 3.600256373154258505e+00 6.455360044617576565e-02
6.000000000000000000e+00 8.786524471208612113e+02 3.079657732869200526e+00 4.487090919445414772e-02
7.000000000000000000e+00 8.567331131475309576e+02 2.530742528548542314e+00 2.690141750003030921e-02
8.000000000000000000e+00 8.427005265780848049e+02 2.031190053222958092e+00 1.510781841915928569e-02
9.000000000000000000e+00 8.348399479162019361e+02 1.622168261344516083e+00 9.436813308786831667e-03
1.000000000000000000e+01 8.316145704686259705e+02 1.320817843210593701e+00 7.516630173669713866e-03
1.100000000000000000e+01 8.320163161016760114e+02 1.126819977410850493e+00 6.908229599834775705e-03
1.200000000000000000e+01 8.354820663722824747e+02 1.027044868161385294e+00 6.284412120788532459e-03
1.300000000000000000e+01 8.409864223195206705e+02 1.000792238421852165e+00 5.446597574353042627e-03
1.400000000000000000e+01 8.479293026256201529e+02 1.025456557974659066e+00 4.730033851700057509e-03
1.500000000000000000e+01 8.563785439660265411e+02 1.080682226370208943e+00 4.422465778591659451e-03
1.600000000000000000e+01 8.663253692179328027e+02 1.149126277603312207e+00 4.527430074774148501e-03
1.700000000000000000e+01 8.767978630204739829e+02 1.218531978131239590e+00 4.852752874940493427e-03
1.800000000000000000e+01 8.881329066824129086e+02 1.282219929532451230e+00 5.202172036592074555e-03
1.900000000000000000e+01 9.004119198851835790e+02 1.338724836054767886e+00 5.561455629970974562e-03
2.000000000000000000e+01 9.130724238131402899e+02 1.388409583268991332e+00 5.986851981555635881e-03
2.100000000000000000e+01 9.262238466429106438e+02 1.434025938182524218e+00 6.577832565941521548e-03
2.200000000000000000e+01 9.399373747880343899e+02 1.479505650972822162e+00 7.440802745177691087e-03
2.300000000000000000e+01 9.541053933114840220e+02 1.527557945040826759e+00 8.572308289637441472e-03
2.400000000000000000e+01 9.684410529723800209e+02 1.580237851292342732e+00 9.924757583932535335e-03
2.500000000000000000e+01 9.831090573004852331e+02 1.637480076150987784e+00 1.147068052559937351e-02
2.600000000000000000e+01 9.982680190317548750e+02 1.697917460132420286e+00 1.318798089631480902e-02
2.700000000000000000e+01 1.013790245012647802e+03 1.758780954197413093e+00 1.508149819726264419e-02
2.800000000000000000e+01 1.029405466331792013e+03 1.816521916787333213e+00 1.716098617678633864e-02
2.900000000000000000e+01 1.045179238610387756e+03 1.868541269696402773e+00 1.941976366839606380e-02
3.000000000000000000e+01 1.061208271969467205e+03 1.912128570387507942e+00 2.184218919412560592e-02
3.100000000000000000e+01 1.077511211622994097e+03 1.944572247145481381e+00 2.441445794949588521e-02
3.200000000000000000e+01 1.094105477291100897e+03 1.965146039868479688e+00 2.715217387992353501e-02
3.300000000000000000e+01 1.110938842587056115e+03 1.973881337385510415e+00 3.008354750742581532e-02
3.400000000000000000e+01 1.127913174302635980e+03 1.971139630818383282e+00 3.323803225137037659e-02
3.500000000000000000e+01 1.145075731776013527e+03 1.957831275073833366e+00 3.663002870802411354e-02
3.600000000000000000e+01 1.162482515096335646e+03 1.935318666807515964e+00 4.026964613116500169e-02
3.700000000000000000e+01 1.180149546761947249e+03 1.904973151301546652e+00 4.416583300082087271e-02
3.800000000000000000e+01 1.198078526464516244e+03 1.866755390779898605e+00 4.832245676013063179e-02
3.900000000000000000e+01 1.216230525459004411e+03 1.820174765639389847e+00 5.274079050093353344e-02
4.000000000000000000e+01 1.234512530089797792e+03 1.764660470796170388e+00 5.742041529161085595e-02
4.100000000000000000e+01 1.252820706193972910e+03 1.699523520115628905e+00 6.236057958314959043e-02
4.200000000000000000e+01 1.271199496409956737e+03 1.623844902059344619e+00 6.756508564456829846e-02
4.300000000000000000e+01 1.289725656549038604e+03 1.536539099278736886e+00 7.303880058896843053e-02
4.400000000000000000e+01 1.308462534661696964e+03 1.436372825273275922e+00 7.878630623954858969e-02
4.500000000000000000e+01 1.327454311252215120e+03 1.322240782561843186e+00 8.481169383334749567e-02
4.600000000000000000e+01 1.346710957341894755e+03 1.194112779740007069e+00 9.111790660613523773e-02
4.700000000000000000e+01 1.366215682141917796e+03 1.052354221408869916e+00 9.770717781046969752e-02
4.800000000000000000e+01 1.385926487055015059e+03 8.974728751980085573e-01 1.045811816623903046e-01
4.900000000000000000e+01 1.405774117989184788e+03 7.301261414570262565e-01 1.117410088556120701e-01
5.000000000000000000e+01 1.425689021928135844e+03 5.509527020919321449e-01 1.191875278276909589e-01
5.100000000000000000e+01 1.445695593377339719e+03 3.599967290175191681e-01 1.269226409707614189e-01
5.200000000000000000e+01 1.465839970499125684e+03 1.571399497056647498e-01 1.349483270797868506e-01
5.300000000000000000e+01 1.486162600171095619e+03 -5.773736322164753354e-02 1.432662792203229507e-01
5.400000000000000000e+01 1.506697555206046445e+03 -2.847573868116060614e-01 1.518778983957458084e-01
5.500000000000000000e+01 1.527470518261005054e+03 -5.240566865948663722e-01 1.607839051181653156e-01
5.600000000000000000e+01 1.548493711252259118e+03 -7.758232270975152778e-01 1.699830756314174296e-01
