5.000000000000000000e+01 4.875087327079767441e+00
1.000000000000000000e+02 8.499538485755133266e+00
1.500000000000000000e+02 1.251712998149044331e+01
2.000000000000000000e+02 1.668626553653004763e+01
2.500000000000000000e+02 2.016016546191471548e+01
3.000000000000000000e+02 2.240534538096517281e+01
3.500000000000000000e+02 2.471684006752564144e+01
4.000000000000000000e+02 2.653142096085832335e+01
4.500000000000000000e+02 2.844761283206514335e+01
5.000000000000000000e+02 2.901096742331230871e+01
5.500000000000000000e+02 3.056840685015342274e+01
6.000000000000000000e+02 3.255198813892780407e+01
6.500000000000000000e+02 3.496107631125410364e+01
7.000000000000000000e+02 3.634100337698637873e+01
7.500000000000000000e+02 3.805612748994106909e+01
8.000000000000000000e+02 3.989500594903832820e+01
8.500000000000000000e+02 4.076794011734472889e+01
9.000000000000000000e+02 4.153786248306364826e+01
9.500000000000000000e+02 4.243000674647675652e+01
1.000000000000000000e+03 4.345140793922717393e+01
1.050000000000000000e+03 4.431062620960366161e+01
1.100000000000000000e+03 4.484595243439679990e+01
1.150000000000000000e+03 4.551572538707901572e+01
1.200000000000000000e+03 4.654043977438285395e+01
1.250000000000000000e+03 4.731365611346387823e+01
1.300000000000000000e+03 4.821429824270766318e+01
1.350000000000000000e+03 4.907762459237064689e+01
1.400000000000000000e+03 4.962692280560828095e+01
1.450000000000000000e+03 5.035270012188346556e+01
1.500000000000000000e+03 5.090485585447320460e+01
1.550000000000000000e+03 5.102581641602939300e+01
1.600000000000000000e+03 5.145276066978679097e+01
1.650000000000000000e+03 5.212490268080608047e+01
1.700000000000000000e+03 5.229452164202435682e+01
1.750000000000000000e+03 5.259788190251678230e+01
1.800000000000000000e+03 5.317364804340308382e+01
1.850000000000000000e+03 5.332663208979452207e+01
1.900000000000000000e+03 5.360090692002657420e+01
1.950000000000000000e+03 5.403821503832460849e+01
2.000000000000000000e+03 5.460897518642408244e+01
2.050000000000000000e+03 5.544505270834020649e+01
2.100000000000000000e+03 5.549100869740698982e+01
2.150000000000000000e+03 5.589020688929047509e+01
2.200000000000000000e+03 5.620560222772542147e+01
2.250000000000000000e+03 5.636947373073233081e+01
2.300000000000000000e+03 5.660715200705203642e+01
2.350000000000000000e+03 5.716509766806682791e+01
2.400000000000000000e+03 5.800594960465802075e+01
2.450000000000000000e+03 5.832162472948905929e+01
2.500000000000000000e+03 5.854722077243229705e+01
